key	key_stem	linga	vyutpatti	nirvacana	base	chain	pratyaya	qualifier	unadi_ref	sutra_quoted	lnum	page	unadi_ref_project	unadi_match
lajjitaH	lajjita	tri	lajjA saYjAtAsya . lajjA + tAra- kAditvAt itac .	lajjA saYjAtAsya	lajjA	lajjA + tAra- kAditvAt itac	itac	tAra- kAditvAt			30159	4-204-a		
lajjirI	lajjirI										30160	4-204-a		
lajyA	lajyA										30161	4-204-a		
laYja	laYja										30162	4-204-a		
laYjaH	laYja	puM	laYjayati SoBate iti . laYja + ac .	laYjayati SoBate iti	laYja	laYja + ac	ac				30163	4-204-a		
laYjikA	laYjikA	strI	laYjayati SoBate iti . laYja + Rvul . wApi ata itvam .	laYjayati SoBate iti	laYja	laYja + Rvul . wApi ata itvam	itvam	Rvul wApi ata			30164	4-204-a		
lawa	lawa										30165	4-204-b		
lawaH	lawa	puM	lawati yaTecCayA vadatIti . lawa + ac .	lawati yaTecCayA vadatIti	lawa	lawa + ac	ac				30166	4-204-b		
lawakaH	lawaka	puM	lawatIti . law + “ kvun Silpi- saMjYayorapUrvvasyApi . ” uRA0 2 . 32 . iti kvun .	lawatIti	law	law + kvun Silpi- saMjYayorapUrvvasyApi .  uRA0 2 . 32 . iti kvun	kvun	kvun Silpi- saMjYayorapUrvvasyApi .  uRA0 2 . 32	2.32	kvun Silpi- saMjYayorapUrvvasyApi .	30167	4-204-b		unverified
lawaparRaM	lawaparRa	klI	lawamugraM parRamasya .	lawamugraM parRamasya .							30168	4-204-b		
lawwaH	lawwa										30169	4-204-b		
lawvaH	lawva	puM	lawatIti . lawa + “ aSUprUzilawIti . ” uRA0 1 . 151 . iti kvan .	lawatIti	lawa	lawa + aSUprUzilawIti .  uRA0 1 . 151 . iti kvan	kvan	aSUprUzilawIti .  uRA0 1 . 151	1.151	aSUprUzilawIti .	30170	4-204-b		unverified
lawvA	lawvA	strI	law + kvan . wAp .		law	law + kvan . wAp	wAp	kvan			30171	4-204-b		
laqa	laqa										30172	4-204-b		
laqa	laqa										30173	4-204-b		
laqa	laqa										30174	4-204-b		
laqa	laqa										30175	4-204-b		
laqa	laqa										30176	4-204-b		
laqa	laqa										30177	4-204-c		
laqa	laqa										30178	4-204-c		
laqahaH	laqaha										30179	4-204-c		
laqqaH	laqqa										30180	4-204-c		
laqqukaH	laqquka										30181	4-204-c		
laRqaM	laRqa	klI	laRqyate utkzipyate iti . laRqa + GaY .	laRqyate utkzipyate iti	laRqa	laRqa + GaY	GaY				30182	4-204-c		
laRqrajaH	laRqraja	tri	laRqre tadAKyadeSe jAyate iti . jan + qaH .	laRqre tadAKyadeSe jAyate iti	jan	jan + qaH	qaH				30183	4-204-c		
lata	lata										30184	4-204-c		
latA	latA	strI	latati vezwayate yAnyamiti . lata + pacA- dyac . wAp .	latati vezwayate yAnyamiti	lata	lata + pacA- dyac . wAp	wAp	pacA- dyac			30185	4-204-c		
latAkaraYjaH	latAkaraYja	puM	latArUpaH karaYjaH .	latArUpaH karaYjaH .							30186	4-205-a		
latAkastUrikA	latAkastUrikA	strI	latArUpA kastUrI tadbad- ganDatvAt . tataH svArTe kan .	latArUpA kastUrI tadbad- ganDatvAt . tataH svArTe kan .							30187	4-205-b		
latAjihvaH	latAjihva	puM	lateva jihvA yasya .	lateva jihvA yasya .							30188	4-205-b		
latAtaruH	latAtaru	puM	lateva dIrGastaruH .	lateva dIrGastaruH .							30189	4-205-b		
latAdrumaH	latAdruma										30190	4-205-b		
latApanasaH	latApanasa	puM	latAyAM panasamiva Palamasya .	latAyAM panasamiva Palamasya .							30191	4-205-b		
latApfkkA	latApfkkA	strI	latApraDAnA pfkkA .	latApraDAnA pfkkA .							30192	4-205-b		
latApratAninI	latApratAninI	strI	latApratAno'styasyeti . iniH .	latApratAno'styasyeti . iniH .							30193	4-205-b		
latAPalaM	latAPala	klI	latAyAM Palamasya .	latAyAM Palamasya .							30194	4-205-b		
latABadrA	latABadrA	strI	latayA BadrA yasyAH .	latayA BadrA yasyAH .							30195	4-205-b		
latAmaRiH	latAmaRi	puM	latAsadfSo maRiH .	latAsadfSo maRiH .							30196	4-205-b		
latAmarut	latAmarut	strI	latAyAM marut yasyAH .	latAyAM marut yasyAH .							30197	4-205-b		
latAmADavI	latAmADavI	strI	latApraDAnA mADavI .	latApraDAnA mADavI .							30198	4-205-b		
latAyazwiH	latAyazwi	strI	latA yazwiriva .	latA yazwiriva .							30199	4-205-b		
latAyAvakaM	latAyAvaka	klI	latAyAM yAva iva yasya . kan .	latAyAM yAva iva yasya . kan .							30200	4-205-b		
latArasanaH	latArasana	puM	lateva rasanA yasya .	lateva rasanA yasya .							30201	4-205-c		
latArkaH	latArka	puM	latA arka iva tIvrA yasya .	latA arka iva tIvrA yasya .							30202	4-205-c		
latAlakaH	latAlaka										30203	4-205-c		
latAvezwaH	latAvezwa	puM	latayeva Avezwo vezwanaM yatra .	latayeva Avezwo vezwanaM yatra .							30204	4-205-c		
latAvezwitakaM	latAvezwitaka	klI	latayeva vezwitaM vezwanaM yatra . kan .	latayeva vezwitaM vezwanaM yatra . kan .							30205	4-205-c		
latASaNKaH	latASaNKa										30206	4-205-c		
latAsADanaM	latAsADana	klI	latayA striyA sADanam .	latayA striyA sADanam .							30207	4-205-c		
latikA	latikA										30208	4-205-c		
latikA	latikA	strI	lata GAte + “ kftiBidilatiByaH kit . ” uRA0 3 . 147 . iti tikan .		lata GAte	lata GAte + kftiBidilatiByaH kit .  uRA0 3 . 147 . iti tikan	tikan	kftiBidilatiByaH kit .  uRA0 3 . 147	3.147	kftiBidilatiByaH kit .	30209	4-206-a	3.147	agree
lapa	lapa										30210	4-206-a		
lapanaM	lapana	klI	lapyate'neneti . lap + karaRe lyuw .	lapyate'neneti	lap	lap + karaRe lyuw	lyuw	karaRe			30211	4-206-a		
lapitaM	lapita	klI	lap + ktaH BAve .		lap	lap + ktaH BAve	BAve	ktaH			30212	4-206-a		
lapsikA	lapsikA										30213	4-206-a		
laba	laba										30214	4-206-a		
labDaH	labDa	tri	laB + ktaH .		laB	laB + ktaH	ktaH				30215	4-206-a		
labDavarRaH	labDavarRa	puM	labDAvarRA yaSAMsi yena .	labDAvarRA yaSAMsi yena .							30216	4-206-a		
labDA	labDA	strI	laB + ktaH . wApa .		laB	laB + ktaH . wApa	wApa	ktaH			30217	4-206-a		
laBa	laBa										30218	4-206-a		
laBa	laBa										30219	4-206-b		
laBasaH	laBasa	puM	laB + “ atyavicamIti . ” uRA0 3 . 117 . iti asac .		laB	laB + atyavicamIti .  uRA0 3 . 117 . iti asac	asac	atyavicamIti .  uRA0 3 . 117	3.117	atyavicamIti .	30220	4-206-b		unverified
laByaM	laBya	tri	laByate iti . laB + poradupaDAt . ” 3 . 1 . 98 . iti yat .	laByate iti	laB	laB + poradupaDAt .  3 . 1 . 98 . iti yat	yat	poradupaDAt .  3 . 1 . 98			30221	4-206-b		
lamakaH	lamaka	puM	ramate iti . ram + “ rameraSca lo vA . ” uRA0 2 . 33 . iti kvun rasya latvaYca .	ramate iti	ram	ram + rameraSca lo vA .  uRA0 2 . 33 . iti kvun rasya latvaYca	latvaYca	rameraSca lo vA  uRA0 2 33 iti kvun rasya	2.33	rameraSca lo vA .	30222	4-206-b	2.34	SHIFTED
lampawaH	lampawa										30223	4-206-b		
lampAkaH	lampAka										30224	4-206-b		
lampAwahaH	lampAwaha										30225	4-206-b		
lamPaH	lamPa										30226	4-206-b		
lambaH	lamba	puM	lambate iti . labi avasraMsane + ac .	lambate iti	labi avasraMsane	labi avasraMsane + ac	ac				30227	4-206-b		
lambakarRaH	lambakarRa	puM	lambO karRA yasya .	lambO karRA yasya .							30228	4-206-c		
lambakeSaH	lambakeSa	puM	lambaH keSa ivAgraBAgo yasya .	lambaH keSa ivAgraBAgo yasya .							30229	4-206-c		
lambadantA	lambadantA	strI	lambA dantA iva PalAni yasyAH .	lambA dantA iva PalAni yasyAH .							30230	4-206-c		
lambanaM	lambana	klI	lambate iti . lamba + lyuH .	lambate iti	lamba	lamba + lyuH	lyuH				30231	4-207-a		
lambanaH	lambana	puM	lambate iti . lamba + lyuH .	lambate iti	lamba	lamba + lyuH	lyuH				30232	4-207-a		
lambabIjA	lambabIjA	strI	lambAni bIjAni yasyAH .	lambAni bIjAni yasyAH .							30233	4-207-a		
lambamAnaM	lambamAna										30234	4-207-a		
lambA	lambA										30235	4-207-a		
lambikA	lambikA	strI	lambate yA . lamba + Rvul . wApi ata itvam .	lambate yA	lamba	lamba + Rvul . wApi ata itvam	itvam	Rvul wApi ata			30236	4-207-a		
lambitaH	lambita	tri	lamba + ktaH .		lamba	lamba + ktaH	ktaH				30237	4-207-a		
lambodaraH	lambodara	puM	lambamudaraM yasya .	lambamudaraM yasya .							30238	4-207-a		
lambozWaH	lambozWa										30239	4-207-a		
lambOzWaH	lambOzWa	puM	lamba ozWo yasya .	lamba ozWo yasya .							30240	4-207-b		
lamBanaM	lamBana										30241	4-207-b		
lamBA	lamBA	strI	laBate iti . laBa i Na Sabde + ac . wAp .	laBate iti	laBa i Na Sabde	laBa i Na Sabde + ac . wAp	wAp	ac			30242	4-207-b		
laya	laya										30243	4-207-b		
layaH	laya	puM	lI + ac .		lI	lI + ac	ac				30244	4-207-b		
layaputtrI	layaputtrI	strI	layasya puttrIva .	layasya puttrIva .							30245	4-207-c		
layAramBaH	layAramBa	puM	layasyAramBo yasmAt .	layasyAramBo yasmAt .							30246	4-207-c		
layAlambaH	layAlamba	puM	layamAlambate iti . lamba + aR .	layamAlambate iti	lamba	lamba + aR	aR				30247	4-207-c		
larvva	larvva										30248	4-207-c		
lala	lala										30249	4-207-c		
lala	lala										30250	4-207-c		
lalajjihvaH	lalajjihva	puM	lalantI jihvA yasya .	lalantI jihvA yasya .							30251	4-207-c		
lalat	lalat										30252	4-207-c		
laladambuH	laladambu	puM	lalat caladambu yatra .	lalat caladambu yatra .							30253	4-207-c		
lalanaM	lalana	klI	lala + lyuw .		lala	lala + lyuw	lyuw				30254	4-207-c		
lalanaH	lalana	puM	lalyate Ipsyate iti . lala + karmmaRi lyuw .	lalyate Ipsyate iti	lala	lala + karmmaRi lyuw	lyuw	karmmaRi			30255	4-207-c		
lalanA	lalanA	strI	lalayati Ipsati kAmAniti . lala + lyuH . wAp .	lalayati Ipsati kAmAniti	lala	lala + lyuH . wAp	wAp	lyuH			30256	4-208-a		
lalanApriyaM	lalanApriya	klI	lalaMnAnAM priyam .	lalaMnAnAM priyam .							30257	4-208-a		
lalanApriyaH	lalanApriya	puM	lalanAnAM priyaH .	lalanAnAM priyaH .							30258	4-208-a		
lalantikA	lalantikA	strI	lalantyeva . svArTe kan .	lalantyeva . svArTe kan .							30259	4-208-a		
lalAkaH	lalAka										30260	4-208-a		
lalAwaM	lalAwa	klI	lalaM IpsAmawati jYApayatIti . aw + aR .	lalaM IpsAmawati jYApayatIti	aw	aw + aR	aR				30261	4-208-a		
lalAwakaM	lalAwaka	klI	lalAwameva . kan .	lalAwameva . kan .							30262	4-208-a		
lalAwantapaH	lalAwantapa	tri	lalAwaM tapatIti . lalAwa + tapa + “ asUryyalalAwayordfSitapoH . ” 3 . 2 . 36 . iti KaS . mum .	lalAwaM tapatIti	lalAwa	lalAwa + tapa + asUryyalalAwayordfSitapoH .  3 . 2 . 36 . iti KaS . mum	mum	tapa +  asUryyalalAwayordfSitapoH  3 2 36 iti KaS		asUryyalalAwayordfSitapoH .	30263	4-208-a		
lalAwikA	lalAwikA	strI	lalAwe Bavo'laNkAraH . “ karRa- lalAwAt kanalaNkAre . ” 4 . 3 . 65 . iti kan .	lalAwe Bavo'laNkAraH . “ karRa- lalAwAt kanalaNkAre . ” 4 . 3 . 65 . iti kan .						karRa- lalAwAt kanalaNkAre .	30264	4-208-b		
lalAma	lalAma										30265	4-208-b		
lalAmaM	lalAma	klI	laqa vilAse + kvip . taM amati prApnotIti . ama gatO + aR . qasya latvam .		laqa vilAse	laqa vilAse + kvip . taM amati prApnotIti . ama gatO + aR . qasya latvam	latvam	kvip taM amati prApnotIti ama gatO + aR qasya			30266	4-208-b		
lalAmakaM	lalAmaka										30267	4-208-b		
lalAmI	lalAmI										30268	4-208-b		
lalitaM	lalita	klI	lala + ktaH .		lala	lala + ktaH	ktaH				30269	4-208-b		
lalitaH	lalita	puM	lalyate Ipsyate iti . lala + karmmaRi ktaH .	lalyate Ipsyate iti	lala	lala + karmmaRi ktaH	ktaH	karmmaRi			30270	4-208-c		
lalitaH	lalita	tri	lala + ktaH .		lala	lala + ktaH	ktaH				30271	4-208-c		
lalitakAntA	lalitakAntA	strI	lalitA kAntA ca .	lalitA kAntA ca .							30272	4-208-c		
lalitA	lalitA	strI	lalita + wAp .		lalita	lalita + wAp	wAp				30273	4-208-c		
lalitAsaptamI	lalitAsaptamI	strI	lalitAKyA saptamI .	lalitAKyA saptamI .							30274	4-209-a		
lavaM	lava	klI	lU + ap .		lU	lU + ap	ap				30275	4-210-a		
lavaH	lava	puM	lavaRamiti . lU + ap .	lavaRamiti	lU	lU + ap	ap				30276	4-210-a		
lavaNgaM	lavaNga	klI	lunAti SlezmAdikamiti . lU + “ taratyAdiByaSca . ” uRA0 1 . 119 . iti aNgac .	lunAti SlezmAdikamiti	lU	lU + taratyAdiByaSca .  uRA0 1 . 119 . iti aNgac	aNgac	taratyAdiByaSca .  uRA0 1 . 119	1.119	taratyAdiByaSca .	30277	4-210-a	1.117	SHIFTED
lavaNgakaM	lavaNgaka	klI	lavaNga + svArTe kan .		lavaNga	lavaNga + svArTe kan	kan	svArTe			30278	4-210-b		
lavaNgakalikA	lavaNgakalikA										30279	4-210-b		
lavaNgalatA	lavaNgalatA	strI	lavaNgasya latA .	lavaNgasya latA .							30280	4-210-b		
lavaRaM	lavaRa	klI	lunAti jAqyamiti . lU + nandyAdi- tvAt lyuH . pfzodarAditvAt Ratvam .	lunAti jAqyamiti	lU	lU + nandyAdi- tvAt lyuH . pfzodarAditvAt Ratvam	Ratvam	nandyAdi- tvAt lyuH pfzodarAditvAt			30281	4-210-b		
lavaRaH	lavaRa	puM	lunAtIti . lU + lyuH .	lunAtIti	lU	lU + lyuH	lyuH				30282	4-210-c		
lavaRaH	lavaRa	tri	lavaRena saMsfzwaH . lavaRa + Wak . “ lavaRAt luk . ” 4 . 4 . 24 . iti Wako luk . yadvA, lavaRo raso'styasminniti . arSa Adyac .	lavaRena saMsfzwaH	lavaRa	lavaRa + Wak .  lavaRAt luk .  4 . 4 . 24 . iti Wako luk . yadvA, lavaRo raso'styasminniti . arSa Adyac	Adyac	Wak  lavaRAt luk  4 4 24 iti Wako luk yadvA, lavaRo raso'styasminniti arSa		lavaRAt luk .	30283	4-212-a		
lavaRakiMSukA	lavaRakiMSukA										30284	4-212-a		
lavaRakzAraH	lavaRakzAra										30285	4-212-a		
lavaRaKAniH	lavaRaKAni	strI	lavaRasya KAniH KaniH .	lavaRasya KAniH KaniH .							30286	4-212-a		
lavaRatfRaM	lavaRatfRa	klI	lavaRarasaviSizwaM tfRam .	lavaRarasaviSizwaM tfRam .							30287	4-212-a		
lavaRatrayaM	lavaRatraya	klI	lavaRAnAM trayam .	lavaRAnAM trayam .							30288	4-212-a		
lavaRaDenuH	lavaRaDenu	strI	lavaRanirmmitA DenuH .	lavaRanirmmitA DenuH .							30289	4-212-a		
lavaRamadaH	lavaRamada	puM	lavaRasya madaH .	lavaRasya madaH .							30290	4-212-b		
lavaRA	lavaRA	strI	lunAti yA . lU + lyuH . wAp .	lunAti yA	lU	lU + lyuH . wAp	wAp	lyuH			30291	4-212-b		
lavaRAcalaH	lavaRAcala	puM	lavaRanirmmitaH acalaH .	lavaRanirmmitaH acalaH .							30292	4-212-b		
lavaRAbDijaM	lavaRAbDija	klI	lavaRAbDO lavaRasamudre jAyate iti . jan + qaH .	lavaRAbDO lavaRasamudre jAyate iti	jan	jan + qaH	qaH				30293	4-212-b		
lavaRArajaM	lavaRAraja										30294	4-212-b		
lavaRottamaM	lavaRottama	klI	lavaRezu uttamam .	lavaRezu uttamam .							30295	4-212-b		
lavaRotTaM	lavaRotTa	klI	lavaRAduttizWatIti . ut + sTA + kaH .	lavaRAduttizWatIti	ut	ut + sTA + kaH	kaH	sTA +			30296	4-212-b		
lavaRodaH	lavaRoda	puM	lavaRaM udakaM yasya . uttarapadaMsya cetyudakasyodAdeSaH .	lavaRaM udakaM yasya . uttarapadaMsya cetyudakasyodAdeSaH .							30297	4-212-b		
lavanaM	lavana	klI	lU + BAve lyuw .		lU	lU + BAve lyuw	lyuw	BAve			30298	4-212-b		
lavanI	lavanI										30299	4-212-b		
lavalI	lavalI	strI	lavaM leSaM lAtIti . lA + kaH . gOrAditvAt NIz .	lavaM leSaM lAtIti	lA	lA + kaH . gOrAditvAt NIz	NIz	kaH gOrAditvAt			30300	4-212-b		
lavAkaH	lavAka	puM	lavArTaM CedanArTaM akatIti . aka + ac .	lavArTaM CedanArTaM akatIti	aka	aka + ac	ac				30301	4-212-c		
lavARakaH	lavARaka	puM	lUyate'neneti . lU + “ ARako lUDUSinDiDAYByaH . ” uRA0 3 . 83 . iti ARakaH .	lUyate'neneti	lU	lU + ARako lUDUSinDiDAYByaH .  uRA0 3 . 83 . iti ARakaH	ARakaH	ARako lUDUSinDiDAYByaH .  uRA0 3 . 83	3.83	ARako lUDUSinDiDAYByaH .	30302	4-212-c		unverified
laviH	lavi	tri	lUyate'neneti . lU + “ aca iH . ” uRA0 4 . 138 . iti iH .	lUyate'neneti	lU	lU + aca iH .  uRA0 4 . 138 . iti iH	iH	aca iH .  uRA0 4 . 138	4.138	aca iH .	30303	4-212-c	4.138	agree
lavitraM	lavitra	klI	lUyate'neneti . lU + “ arttilUDU- sUKanasahacara itraH . ” 3 . 2 . 184 . iti itraH .	lUyate'neneti	lU	lU + arttilUDU- sUKanasahacara itraH .  3 . 2 . 184 . iti itraH	itraH	arttilUDU- sUKanasahacara itraH .  3 . 2 . 184		arttilUDU- sUKanasahacara itraH .	30304	4-212-c		
laSa	laSa										30305	4-212-c		
laSunaM	laSuna	klI	aSyate Bujyate iti . aS + “ aSerlaSa ca . ” uRA0 3 . 57 iti unan . laSAdeSaSca DAtoH .	aSyate Bujyate iti	aS	aS + aSerlaSa ca .  uRA0 3 . 57 iti unan . laSAdeSaSca DAtoH	DAtoH	aSerlaSa ca  uRA0 3 57 iti unan laSAdeSaSca	3.57	aSerlaSa ca .	30306	4-212-c		unverified
laSUnaH	laSUna	puM	rasena UnaH rasya latvam . pfzo- darAditvAt sasya SaH akAralopaSca .	rasena UnaH rasya latvam . pfzo- darAditvAt sasya SaH akAralopaSca .							30307	4-213-a		
laza	laza										30308	4-213-a		
laza	laza										30309	4-213-a		
laza	laza										30310	4-213-a		
lazvaH	lazva	puM	lAzayati nftye SilpaM yunaktIti . laz + “ sarvvaniGfzvarizveti . ” uRA0 1 . 153 . iti vanpratyayena sADuH .	lAzayati nftye SilpaM yunaktIti	laz	laz + sarvvaniGfzvarizveti .  uRA0 1 . 153 . iti vanpratyayena sADuH	sADuH	sarvvaniGfzvarizveti  uRA0 1 153 iti vanpratyayena	1.153	sarvvaniGfzvarizveti .	30311	4-213-a		unverified
lasa	lasa										30312	4-213-a		
lasa	lasa										30313	4-213-a		
lasA	lasA	strI	lasatIti . las + ac .	lasatIti	las	las + ac	ac				30314	4-213-a		
lasikA	lasikA	strI	lasatIti . las + ac . tataH kan tatazwApi ata itvam .	lasatIti	las	las + ac . tataH kan tatazwApi ata itvam	itvam	ac tataH kan tatazwApi ata			30315	4-213-b		
lasIkA	lasIkA										30316	4-213-b		
lasja	lasja										30317	4-213-b		
lastaH	lasta										30318	4-213-b		
lastakaH	lastaka										30319	4-213-b		
lastakI	lastakI	[n] puM	lastako'styasyeti . lastaka + iniH .	lastako'styasyeti	lastaka	lastaka + iniH	iniH				30320	4-213-b		
lahariH	lahari										30321	4-213-b		
laharI	laharI										30322	4-213-b		
lA	lA										30323	4-213-b		
lA	lA										30324	4-213-b		
lAkzakI	lAkzakI										30325	4-213-b		
lAkzaRikaH	lAkzaRika										30326	4-213-b		
lAkzA	lAkzA	strI	lakzyate'nayeti . lakz + “ guroSca halaH . ” 3 . 3 . 103 . iti aH . wAp . yadbA, “ bAhulakAt rAjaterapi saH . kapilikAditvAt vA latvam . ” ityujjvalaH . 3 . 62 .	lakzyate'nayeti	lakz	lakz + guroSca halaH .  3 . 3 . 103 . iti aH . wAp . yadbA,  bAhulakAt rAjaterapi saH . kapilikAditvAt vA latvam .  ityujjvalaH . 3 . 62	62	guroSca halaH  3 3 103 iti aH wAp yadbA,  bAhulakAt rAjaterapi saH kapilikAditvAt vA latvam  ityujjvalaH 3		guroSca halaH .	30327	4-213-c		
lAkzAtaruH	lAkzAtaru	puM	lAkzotpAdakastaruH .	lAkzotpAdakastaruH .							30328	4-213-c		
lAkzAtElaM	lAkzAtEla										30329	4-213-c		
lAkzAprasAdaH	lAkzAprasAda	puM	lAkzAyAH prasAdo yasmAt .	lAkzAyAH prasAdo yasmAt .							30330	4-214-a		
lAkzAprasAdanaH	lAkzAprasAdana	puM	lAkzAM prasAdayatIti . pra + sad + Ric + lyuH .	lAkzAM prasAdayatIti	pra	pra + sad + Ric + lyuH	lyuH	sad + Ric +			30331	4-214-a		
lAkzAvfkzaH	lAkzAvfkza	puM	lakzotpAdako vfkzaH .	lakzotpAdako vfkzaH .							30332	4-214-a		
lAKa	lAKa										30333	4-214-a		
lAGa	lAGa										30334	4-214-a		
lAGavaM	lAGava	klI	laGorBAvaH karmma vA . laGu + “ iga- ntAcca laGupUrvvAt . ” 5 . 1 . 131 . iti aR .	laGorBAvaH karmma vA	laGu	laGu + iga- ntAcca laGupUrvvAt .  5 . 1 . 131 . iti aR	aR	iga- ntAcca laGupUrvvAt .  5 . 1 . 131		iga- ntAcca laGupUrvvAt .	30335	4-214-a		
lANgalaM	lANgala	klI	laNgatIti . lagi gatO + bAhu- lakAt kalac . vfdDiSca DAtoH . iti uRAdi- vfttO ujjvaladattaH . 1 . 108 .	laNgatIti	lagi gatO	lagi gatO + bAhu- lakAt kalac . vfdDiSca DAtoH . iti uRAdi- vfttO ujjvaladattaH . 1 . 108	108	bAhu- lakAt kalac vfdDiSca DAtoH iti uRAdi- vfttO ujjvaladattaH 1			30336	4-214-a		
lANgalagrahaH	lANgalagraha										30337	4-214-a		
lANgalacakraM	lANgalacakra	klI	lANgalAkAraM cakram .	lANgalAkAraM cakram .							30338	4-214-a		
lANgaladaRqaH	lANgaladaRqa	puM	lANgalasya daRqaH .	lANgalasya daRqaH .							30339	4-214-b		
lANgalapadDatiH	lANgalapadDati	strI	lANgalasya padDatiH .	lANgalasya padDatiH .							30340	4-214-b		
lANgalikaH	lANgalika	puM	lANgalavat Akftirastyasyeti . lANgala + Wan .	lANgalavat Akftirastyasyeti	lANgala	lANgala + Wan	Wan				30341	4-214-b		
lANgalikA	lANgalikA	strI	lANgalamivAkAro'styasyA iti . lANgala + Wan . wAp .	lANgalamivAkAro'styasyA iti	lANgala	lANgala + Wan . wAp	wAp	Wan			30342	4-214-b		
lANgalikI	lANgalikI	strI	lANgala + Wan . NIz .		lANgala	lANgala + Wan . NIz	NIz	Wan			30343	4-214-b		
lANgalI	lANgalI	[n] puM	lANgalamastyasyeti . lANgala + iniH .	lANgalamastyasyeti	lANgala	lANgala + iniH	iniH				30344	4-214-b		
lANgalI	lANgalI	strI	lANgalAkAro'styasyA iti . lANgala + ac . NIz .	lANgalAkAro'styasyA iti	lANgala	lANgala + ac . NIz	NIz	ac			30345	4-214-c		
lANgulaM	lANgula										30346	4-214-c		
lANgUlaM	lANgUla	klI	laNga + “ KarjipiYjAdyiBya Uro- lacO . ” uRA0 4 . 90 . iti Ulac . bAhulakAt vfdDiSca .		laNga	laNga + KarjipiYjAdyiBya Uro- lacO .  uRA0 4 . 90 . iti Ulac . bAhulakAt vfdDiSca	vfdDiSca	KarjipiYjAdyiBya Uro- lacO  uRA0 4 90 iti Ulac bAhulakAt	4.90	KarjipiYjAdyiBya Uro- lacO .	30347	4-214-c		unverified
lANgUlikA	lANgUlikA	strI	lANgUlAkftirastyasyA iti . lANgUl + Wan .	lANgUlAkftirastyasyA iti	lANgUl	lANgUl + Wan	Wan				30348	4-214-c		
lANgUlI	lANgUlI	[n] puM	praSastaM lANgUlamastyasyeti . lANgUla + iniH .	praSastaM lANgUlamastyasyeti	lANgUla	lANgUla + iniH	iniH				30349	4-214-c		
lACa	lACa										30350	4-214-c		
lAja	lAja										30351	4-214-c		
lAja	lAja										30352	4-214-c		
lAjaM	lAja	klI	lAj + ac .		lAj	lAj + ac	ac				30353	4-215-a		
lAjaH	lAja	puM	lAj + ac .		lAj	lAj + ac	ac				30354	4-215-a		
lAjA	lAjA										30355	4-215-a		
lAjAH	lAjA										30356	4-215-a		
lAYCanaM	lAYCana										30357	4-215-b		
lAYCanaH	lAYCana	puM	lAYCatIti . lAYCa + lyuH .	lAYCatIti	lAYCa	lAYCa + lyuH	lyuH				30358	4-215-b		
lAwaH	lAwa										30359	4-215-b		
lAqa	lAqa										30360	4-215-b		
lApaH	lApa										30361	4-215-b		
lApyaM	lApya	tri	lapyate iti . lap + Ryat .	lapyate iti	lap	lap + Ryat	Ryat				30362	4-215-b		
lABaH	lABa	puM	laBa + GaY karaRe .		laBa	laBa + GaY karaRe	karaRe	GaY			30363	4-215-b		
lAByaM	lABya	klI	laB + Ryat .		laB	laB + Ryat	Ryat				30364	4-215-b		
lAmajjakaM	lAmajjaka										30365	4-215-b		
lAlanaM	lAlana	klI	lal + Ric + lyuw .		lal	lal + Ric + lyuw	lyuw	Ric +			30366	4-215-b		
lAlasA	lAlasA	puM strI	las + yaN . tataH “ a pratya- yAt . ” 3 . 3 . 102 . iti aH . wAp .		las	las + yaN . tataH  a pratya- yAt .  3 . 3 . 102 . iti aH . wAp	wAp	yaN tataH  a pratya- yAt  3 3 102 iti aH		a pratya- yAt .	30367	4-215-c		
lAlasIkaM	lAlasIka										30368	4-215-c		
lAlA	lAlA	strI	lal + Ric + ac . wAp .		lal	lal + Ric + ac . wAp	wAp	Ric + ac			30369	4-215-c		
lAlAwikaH	lAlAwika	tri	lalAwaM paSyatIti . lalAwa + “ saMjYAyAM lalAwakukkuwO paSyati . ” 4 . 4 . 46 . iti Wak . dUresTitvA praBorlalAwaM paSyati na tu kAryyezUpatizWate ityarTaH .	lalAwaM paSyatIti	lalAwa	lalAwa + saMjYAyAM lalAwakukkuwO paSyati .  4 . 4 . 46 . iti Wak . dUresTitvA praBorlalAwaM paSyati na tu kAryyezUpatizWate ityarTaH	ityarTaH	saMjYAyAM lalAwakukkuwO paSyati  4 4 46 iti Wak dUresTitvA praBorlalAwaM paSyati na tu kAryyezUpatizWate		saMjYAyAM lalAwakukkuwO paSyati .	30370	4-215-c		
lAlAmehaH	lAlAmeha	puM	lAlAvat mehatIti . miha + ac .	lAlAvat mehatIti	miha	miha + ac	ac				30371	4-215-c		
lAlAyitaH	lAlAyita										30372	4-216-a		
lAlAvizaH	lAlAviza	puM	lAlAyAM vizaM yasya .	lAlAyAM vizaM yasya .							30373	4-216-a		
lAlAsrAvaH	lAlAsrAva	puM	lAlAM srAvayatIti . sru + Ric + aR .	lAlAM srAvayatIti	sru	sru + Ric + aR	aR	Ric +			30374	4-216-a		
lAlikaH	lAlika										30375	4-216-a		
lAlityaM	lAlitya	klI	lalita + zyaY .		lalita	lalita + zyaY	zyaY				30376	4-216-a		
lAvaH	lAva										30377	4-216-b		
lAbaH	lAba										30377.01	4-216-b		
lAvakaH	lAvaka	puM	lAva eva . svArTe kan .	lAva eva . svArTe kan .							30378	4-216-b		
